,FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
10188,14JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,167,3,,0.0
10189,14JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,298,23,,0.0
10190,14JUL2021:00:00:00,30 o menos,M,Sputnik,Público,149,0,,0.0
10191,14JUL2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,1,,0.0
10194,07JUL2021:00:00:00,51 a 60,M,Sputnik,Público nacional,0,32,,0.0
10201,07JUL2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,39,,0.0
10202,07JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,31,12,,0.0
10203,07JUL2021:00:00:00,61 a 70,M,Sputnik,Público,21,18,,0.0
10204,07JUL2021:00:00:00,61 a 70,M,Sputnik,Público nacional,0,28,,0.0
10210,07JUL2021:00:00:00,71 a 80,M,AstraZeneca,Privado,0,2,,0.0
10211,07JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,7,5,,0.0
10212,07JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,4,1,,0.0
10213,07JUL2021:00:00:00,71 a 80,M,Sputnik,Público,4,126,,0.0
10214,07JUL2021:00:00:00,71 a 80,M,Sputnik,Público nacional,0,4,,0.0
10221,07JUL2021:00:00:00,81 a 90,M,AstraZeneca,Privado,0,1,,0.0
10222,07JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,10,,0.0
10223,07JUL2021:00:00:00,81 a 90,M,Sputnik,Privado,0,5,,0.0
10224,07JUL2021:00:00:00,81 a 90,M,Sputnik,Público,5,257,,0.0
10225,07JUL2021:00:00:00,81 a 90,M,Sputnik,Público nacional,0,5,,0.0
10229,07JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,2,,0.0
10230,07JUL2021:00:00:00,91 o mas,M,Sinopharm,Público,0,1,,0.0
10231,07JUL2021:00:00:00,91 o mas,M,Sputnik,Público,0,45,,0.0
10237,08JUL2021:00:00:00,30 o menos,M,AstraZeneca,Privado,5,3,,0.0
10238,08JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,37,1,,0.0
10239,08JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,28,2,,0.0
10240,08JUL2021:00:00:00,30 o menos,M,Sputnik,Público,279,0,,0.0
10241,08JUL2021:00:00:00,30 o menos,M,Sputnik,Público nacional,8,12,,0.0
10247,08JUL2021:00:00:00,31 a 40,M,AstraZeneca,Privado,3,6,,0.0
10248,08JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,685,3,,0.0
10249,08JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,28,2,,0.0
10250,08JUL2021:00:00:00,31 a 40,M,Sputnik,Público,14317,0,,0.0
10251,08JUL2021:00:00:00,31 a 40,M,Sputnik,Público nacional,5,19,,0.0
10258,08JUL2021:00:00:00,41 a 50,M,AstraZeneca,Privado,1,10,,0.0
10259,08JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,82,6,,0.0
10260,08JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,15,5,,0.0
10261,08JUL2021:00:00:00,41 a 50,M,Sputnik,Público,2142,5,,0.0
10262,08JUL2021:00:00:00,41 a 50,M,Sputnik,Público nacional,2,29,,0.0
10268,08JUL2021:00:00:00,51 a 60,M,AstraZeneca,Privado,2,14,,0.0
10269,08JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,33,13,,0.0
10270,08JUL2021:00:00:00,51 a 60,M,Sinopharm,Público,11,5,,0.0
10271,08JUL2021:00:00:00,51 a 60,M,Sputnik,Público,610,7,,0.0
10272,08JUL2021:00:00:00,51 a 60,M,Sputnik,Público nacional,0,23,,0.0
10278,08JUL2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,46,,0.0
10279,08JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,14,16,,0.0
10280,08JUL2021:00:00:00,61 a 70,M,Sinopharm,Público,6,7,,0.0
10281,08JUL2021:00:00:00,61 a 70,M,Sputnik,Público,157,8,,0.0
10282,08JUL2021:00:00:00,61 a 70,M,Sputnik,Público nacional,0,29,,0.0
10290,08JUL2021:00:00:00,71 a 80,M,AstraZeneca,Privado,0,2,,0.0
10291,08JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,4,8,,0.0
10292,08JUL2021:00:00:00,71 a 80,M,Sinopharm,Privado,0,1,,0.0
10293,08JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,6,1,,0.0
10294,08JUL2021:00:00:00,71 a 80,M,Sputnik,Privado,0,1,,0.0
10295,08JUL2021:00:00:00,71 a 80,M,Sputnik,Público,40,4,,0.0
10296,08JUL2021:00:00:00,71 a 80,M,Sputnik,Público nacional,0,4,,0.0
10302,08JUL2021:00:00:00,81 a 90,M,AstraZeneca,Privado,0,2,,0.0
10303,08JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,2,2,,0.0
10304,08JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,3,3,,0.0
10305,08JUL2021:00:00:00,81 a 90,M,Sputnik,Privado,0,24,,0.0
10306,08JUL2021:00:00:00,81 a 90,M,Sputnik,Público,6,4,,0.0
10307,08JUL2021:00:00:00,81 a 90,M,Sputnik,Público nacional,0,1,,0.0
10312,08JUL2021:00:00:00,91 o mas,M,Sinopharm,Público,1,0,,0.0
10313,08JUL2021:00:00:00,91 o mas,M,Sputnik,Privado,0,5,,0.0
10314,08JUL2021:00:00:00,91 o mas,M,Sputnik,Público,7,2,,0.0
10318,09JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,5,4,,0.0
10319,09JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,625,3,,0.0
10320,09JUL2021:00:00:00,30 o menos,M,Sputnik,Público,40,0,,0.0
10324,09JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,572,2,,0.0
10325,09JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,7241,10,,0.0
10326,09JUL2021:00:00:00,31 a 40,M,Sputnik,Público,877,0,,0.0
10330,09JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,41,5,,0.0
10331,09JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,1731,16,,0.0
10332,09JUL2021:00:00:00,41 a 50,M,Sputnik,Público,427,4,,0.0
10336,09JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,11,12,,0.0
10337,09JUL2021:00:00:00,51 a 60,M,Sinopharm,Público,624,20,,0.0
10338,09JUL2021:00:00:00,51 a 60,M,Sputnik,Público,164,11,,0.0
10342,09JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,3,83,,0.0
10343,09JUL2021:00:00:00,61 a 70,M,Sinopharm,Público,146,4,,0.0
10344,09JUL2021:00:00:00,61 a 70,M,Sputnik,Público,24,4,,0.0
10348,09JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,1,95,,0.0
10349,09JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,30,3,,0.0
10350,09JUL2021:00:00:00,71 a 80,M,Sputnik,Público,9,1,,0.0
10354,09JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,11,,0.0
10355,09JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,6,0,,0.0
10356,09JUL2021:00:00:00,81 a 90,M,Sputnik,Público,2,2,,0.0
10359,09JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,2,,0.0
10360,09JUL2021:00:00:00,91 o mas,M,Sinopharm,Público,1,0,,0.0
10363,10JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,11,9,,0.0
10364,10JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,1443,5,,0.0
10367,10JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,563,17,,0.0
10368,10JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,7368,9,,0.0
10369,10JUL2021:00:00:00,31 a 40,M,Sputnik,Público,11,0,,0.0
10373,10JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,71,18,,0.0
10374,10JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,287,9,,0.0
10377,10JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,27,47,,0.0
10378,03JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,1,0,,0.0
10379,03JUL2021:00:00:00,81 a 90,M,Sputnik,Público,5,915,,0.0
10383,03JUL2021:00:00:00,91 o mas,M,AstraZeneca,Privado,0,1,,0.0
10384,03JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,2,,1.0
10385,03JUL2021:00:00:00,91 o mas,M,Sputnik,Público,1,123,,0.0
10389,04JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,507,0,,0.0
10390,04JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,1,0,,0.0
10391,04JUL2021:00:00:00,30 o menos,M,Sputnik,Público,8,0,,0.0
10395,04JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,8553,3,,0.0
10396,04JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,7,0,,0.0
10397,04JUL2021:00:00:00,31 a 40,M,Sputnik,Público,637,0,,0.0
10401,04JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,372,1,,0.0
10402,04JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,3,0,,0.0
10405,20JUL2021:00:00:00,71 a 80,M,AstraZeneca,Privado,0,1,,0.0
10406,20JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,5,10,,0.0
10407,20JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,13,31,,0.0
10408,20JUL2021:00:00:00,71 a 80,M,Sputnik,Privado,0,75,,0.0
10409,20JUL2021:00:00:00,71 a 80,M,Sputnik,Público,2,19,,0.0
10415,20JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,5,,0.0
10416,20JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,3,7,,0.0
10417,20JUL2021:00:00:00,81 a 90,M,Sputnik,Privado,0,58,,0.0
10418,20JUL2021:00:00:00,81 a 90,M,Sputnik,Público,0,11,,0.0
10423,20JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,2,,0.0
10424,20JUL2021:00:00:00,91 o mas,M,Sinopharm,Público,1,3,,0.0
10425,20JUL2021:00:00:00,91 o mas,M,Sputnik,Privado,0,10,,0.0
10426,20JUL2021:00:00:00,91 o mas,M,Sputnik,Público,0,1,,0.0
10431,21JUL2021:00:00:00,30 o menos,M,AstraZeneca,Privado,2,1,,0.0
10432,21JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,174,29,,0.0
10433,21JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,13413,7,,0.0
10434,21JUL2021:00:00:00,30 o menos,M,Sputnik,Privado,0,2,,0.0
10435,21JUL2021:00:00:00,30 o menos,M,Sputnik,Público,354,0,,0.0
10440,21JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,117,21,,0.0
10441,21JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,3120,18,,0.0
10442,21JUL2021:00:00:00,31 a 40,M,Sputnik,Privado,0,1,,0.0
10443,21JUL2021:00:00:00,31 a 40,M,Sputnik,Público,57,2,,0.0
10448,21JUL2021:00:00:00,41 a 50,M,AstraZeneca,Privado,0,3,,0.0
10449,21JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,79,19,,0.0
10450,21JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,471,100,,0.0
10451,21JUL2021:00:00:00,41 a 50,M,Sputnik,Público,21,2,,0.0
10457,21JUL2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,1,,0.0
10458,21JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,41,20,,0.0
10459,21JUL2021:00:00:00,51 a 60,M,Sinopharm,Público,253,7,,0.0
10460,21JUL2021:00:00:00,51 a 60,M,Sputnik,Público,13,2,,0.0
10466,21JUL2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,2,,0.0
10467,21JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,8,24,,0.0
10468,21JUL2021:00:00:00,61 a 70,M,Sinopharm,Público,111,3,,0.0
10469,21JUL2021:00:00:00,61 a 70,M,Sputnik,Privado,0,5,,0.0
10470,21JUL2021:00:00:00,61 a 70,M,Sputnik,Público,3,3,,0.0
10477,21JUL2021:00:00:00,71 a 80,M,AstraZeneca,Privado,1,0,,0.0
10478,21JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,1,8,,0.0
10479,21JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,27,4,,0.0
10480,21JUL2021:00:00:00,71 a 80,M,Sputnik,Privado,0,12,,0.0
10481,21JUL2021:00:00:00,71 a 80,M,Sputnik,Público,0,74,,0.0
10487,21JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,4,,0.0
10488,21JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,7,1,,0.0
10489,21JUL2021:00:00:00,81 a 90,M,Sputnik,Privado,0,2,,0.0
10490,21JUL2021:00:00:00,81 a 90,M,Sputnik,Público,0,10,,0.0
10494,21JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,2,,0.0
10495,21JUL2021:00:00:00,91 o mas,M,Sinopharm,Público,0,1,,0.0
10496,21JUL2021:00:00:00,91 o mas,M,Sputnik,Público,0,4,,0.0
10501,22JUL2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,1,,0.0
10502,22JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,378,1,,0.0
10503,22JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,12437,2,,0.0
10504,22JUL2021:00:00:00,30 o menos,M,Sputnik,Público,209,0,,0.0
10510,22JUL2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,2,,0.0
10511,22JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,119,4,,0.0
10512,22JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,3952,5,,0.0
10513,22JUL2021:00:00:00,31 a 40,M,Sputnik,Público,25,2,,0.0
10518,22JUL2021:00:00:00,41 a 50,M,AstraZeneca,Privado,2,5,,0.0
10519,22JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,89,2,,0.0
10520,22JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,1062,12,,0.0
10521,22JUL2021:00:00:00,41 a 50,M,Sputnik,Público,10,0,,0.0
10526,22JUL2021:00:00:00,51 a 60,M,AstraZeneca,Privado,1,2,,0.0
10527,22JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,36,4,,0.0
10528,22JUL2021:00:00:00,51 a 60,M,Sinopharm,Público,454,3,,0.0
10529,22JUL2021:00:00:00,51 a 60,M,Sputnik,Público,4,1,,0.0
10534,22JUL2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,7,,0.0
10535,22JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,12,23,,0.0
10536,22JUL2021:00:00:00,61 a 70,M,Sinopharm,Público,120,0,,0.0
10537,22JUL2021:00:00:00,61 a 70,M,Sputnik,Público,7,2,,0.0
10541,22JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,4,18,,0.0
10542,22JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,39,3,,0.0
10543,22JUL2021:00:00:00,71 a 80,M,Sputnik,Público,0,10,,0.0
10548,22JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,12,,0.0
10549,22JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,12,0,,0.0
10550,22JUL2021:00:00:00,81 a 90,M,Sputnik,Público,0,5,,0.0
10554,22JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,3,,0.0
10555,22JUL2021:00:00:00,91 o mas,M,Sinopharm,Público,3,1,,0.0
10556,22JUL2021:00:00:00,91 o mas,M,Sputnik,Público,0,2,,0.0
10560,23JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,361,6,,0.0
10561,23JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,5332,95,,0.0
10562,23JUL2021:00:00:00,30 o menos,M,Sputnik,Público,180,1,,0.0
10566,23JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,232,12,,0.0
10567,23JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,1771,747,,0.0
10568,23JUL2021:00:00:00,31 a 40,M,Sinopharm,Público nacional,1,0,,0.0
10569,23JUL2021:00:00:00,31 a 40,M,Sputnik,Público,58,0,,0.0
10574,23JUL2021:00:00:00,41 a 50,M,AstraZeneca,Público,77,7,,0.0
10575,23JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,578,4978,,0.0
10576,23JUL2021:00:00:00,41 a 50,M,Sputnik,Público,24,0,,0.0
10580,23JUL2021:00:00:00,51 a 60,M,AstraZeneca,Público,59,3,,0.0
10581,23JUL2021:00:00:00,51 a 60,M,Sinopharm,Público,325,396,,0.0
10582,23JUL2021:00:00:00,51 a 60,M,Sputnik,Público,5,2,,0.0
10586,23JUL2021:00:00:00,61 a 70,M,AstraZeneca,Público,14,23,,0.0
10587,23JUL2021:00:00:00,61 a 70,M,Sinopharm,Público,98,61,,0.0
10588,23JUL2021:00:00:00,61 a 70,M,Sputnik,Público,4,4,,0.0
10592,23JUL2021:00:00:00,71 a 80,M,AstraZeneca,Público,2,6,,0.0
10593,23JUL2021:00:00:00,71 a 80,M,Sinopharm,Público,24,37,,0.0
10594,23JUL2021:00:00:00,71 a 80,M,Sputnik,Público,2,11,,0.0
10598,23JUL2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,14,,0.0
10599,23JUL2021:00:00:00,81 a 90,M,Sinopharm,Público,8,6,,0.0
10600,23JUL2021:00:00:00,81 a 90,M,Sputnik,Público,0,3,,0.0
10604,23JUL2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,2,,0.0
10605,23JUL2021:00:00:00,91 o mas,M,Sinopharm,Público,1,0,,0.0
10609,24JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público,289,293,,0.0
10610,24JUL2021:00:00:00,30 o menos,M,Sinopharm,Público,6,1,,0.0
10611,24JUL2021:00:00:00,30 o menos,M,Sputnik,Público,157,0,,0.0
10614,24JUL2021:00:00:00,31 a 40,M,AstraZeneca,Público,31,448,,0.0
10615,24JUL2021:00:00:00,31 a 40,M,Sinopharm,Público,3,0,,0.0
10616,24JUL2021:00:00:00,31 a 40,M,Sputnik,Público,10,0,,0.0
10621,16SEP2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,1,,0.0
10622,16SEP2021:00:00:00,91 o mas,M,Sputnik,Público,0,4,,0.0
10623,16SEP2021:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0.0
10625,22MAY2021:00:00:00,51 a 60,M,AstraZeneca,Público,1,0,,0.0
10626,12JUL2021:00:00:00,31 a 40,M,Sinopharm,Privado,1,0,,0.0
10627,20JUL2021:00:00:00,30 o menos,M,AstraZeneca,Público nacional,1,0,,0.0
10628,07AUG2021:00:00:00,31 a 40,M,AstraZeneca,Público,9,2,,0.0
10629,20SEP2021:00:00:00,30 o menos,M,AstraZeneca,Público nacional,0,1,,0.0
10630,29SEP2021:00:00:00,31 a 40,M,Sinopharm,Privado,0,1,,0.0
10632,14OCT2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,1,,0.0
10634,17OCT2021:00:00:00,31 a 40,M,AstraZeneca,Público,1,2,,0.0
10643,22OCT2021:00:00:00,30 o menos,M,AstraZeneca,Público,192,77,,1.0
10644,22OCT2021:00:00:00,30 o menos,M,Moderna,Público,1,1,,0.0
10645,22OCT2021:00:00:00,30 o menos,M,Sinopharm,Público,151,249,,0.0
10646,22OCT2021:00:00:00,30 o menos,M,Sputnik,Público,39,511,,0.0
10647,22OCT2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,7439,2297,,0.0
10648,22OCT2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,1,0,,0.0
10655,22OCT2021:00:00:00,31 a 40,M,AstraZeneca,Público,94,63,,0.0
10656,22OCT2021:00:00:00,31 a 40,M,Sinopharm,Público,57,101,,0.0
10657,22OCT2021:00:00:00,31 a 40,M,Sputnik,Público,27,1025,,1.0
10658,22OCT2021:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,3,0,,0.0
10664,22OCT2021:00:00:00,41 a 50,M,AstraZeneca,Público,53,48,,0.0
10665,22OCT2021:00:00:00,41 a 50,M,Sinopharm,Público,39,44,,0.0
10666,22OCT2021:00:00:00,41 a 50,M,Sputnik,Público,10,492,,0.0
10671,22OCT2021:00:00:00,51 a 60,M,AstraZeneca,Público,25,31,,1.0
10672,22OCT2021:00:00:00,51 a 60,M,Sinopharm,Público,20,27,,0.0
10673,22OCT2021:00:00:00,51 a 60,M,Sputnik,Público,2,481,,1.0
10677,23NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público,79,72,,430.0
10678,23NOV2021:00:00:00,31 a 40,M,Sinopharm,Público,35,93,,1.0
10679,23NOV2021:00:00:00,31 a 40,M,Sputnik,Público,1,130,,0.0
10680,23NOV2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,1.0
10681,12DEC2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,7.0
10682,12DEC2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,1175.0
10688,12DEC2021:00:00:00,51 a 60,M,AstraZeneca,Público,14,19,,196.0
10689,12DEC2021:00:00:00,51 a 60,M,Sinopharm,Público,10,17,,0.0
10690,12DEC2021:00:00:00,51 a 60,M,Sputnik,Público,3,11,,0.0
10691,12DEC2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,4.0
10692,12DEC2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,1350.0
10698,12DEC2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,1,,0.0
10699,12DEC2021:00:00:00,61 a 70,M,AstraZeneca,Público,3,8,,132.0
10700,12DEC2021:00:00:00,61 a 70,M,Sinopharm,Público,7,8,,0.0
10701,12DEC2021:00:00:00,61 a 70,M,Sputnik,Público,1,6,,0.0
10702,12DEC2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,2.0
10703,12DEC2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,163.0
10709,12DEC2021:00:00:00,71 a 80,M,AstraZeneca,Público,1,1,,400.0
10710,12DEC2021:00:00:00,71 a 80,M,Sinopharm,Público,1,0,,0.0
10711,12DEC2021:00:00:00,71 a 80,M,Sputnik,Público,0,3,,0.0
10712,12DEC2021:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
10713,12DEC2021:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,241.0
10718,12DEC2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,1,,168.0
10719,12DEC2021:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,1.0
10720,12DEC2021:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,283.0
10724,12DEC2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,0,,15.0
10725,12DEC2021:00:00:00,91 o mas,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,45.0
10726,01MAY2021:00:00:00,30 o menos,M,AstraZeneca,Público,1,0,,0.0
10728,09NOV2021:00:00:00,61 a 70,M,AstraZeneca,Público,4,7,,190.0
10729,09NOV2021:00:00:00,61 a 70,M,AstraZeneca,Público nacional,0,0,,23.0
10730,09NOV2021:00:00:00,61 a 70,M,Moderna,Público,0,11,,1.0
10731,09NOV2021:00:00:00,61 a 70,M,Sinopharm,Público,5,1,,1.0
10732,09NOV2021:00:00:00,61 a 70,M,Sputnik,Público,0,1,,0.0
10738,27JAN2021:00:00:00,61 a 70,M,Sputnik,Público nacional,2,0,,0.0
10739,26MAR2021:00:00:00,30 o menos,M,Sputnik,Público nacional,1,2,,0.0
10741,30JUL2021:00:00:00,30 o menos,M,Moderna,Público,1,0,,0.0
10742,02AUG2021:00:00:00,30 o menos,M,Sinopharm,Público nacional,1,0,,0.0
10746,31AUG2021:00:00:00,30 o menos,M,AstraZeneca,Público,102,56,,0.0
10747,31AUG2021:00:00:00,30 o menos,M,Moderna,Público,0,1,,0.0
10748,31AUG2021:00:00:00,30 o menos,M,Sinopharm,Público,39,8433,,0.0
10749,31AUG2021:00:00:00,30 o menos,M,Sputnik,Público,2583,1,,0.0
10754,31AUG2021:00:00:00,31 a 40,M,AstraZeneca,Público,47,103,,0.0
10755,31AUG2021:00:00:00,31 a 40,M,Sinopharm,Público,29,570,,0.0
10756,31AUG2021:00:00:00,31 a 40,M,Sputnik,Público,1302,1,,0.0
10761,31AUG2021:00:00:00,41 a 50,M,AstraZeneca,Público,22,143,,0.0
10762,31AUG2021:00:00:00,41 a 50,M,Sinopharm,Público,14,383,,0.0
10763,31AUG2021:00:00:00,41 a 50,M,Sputnik,Público,1039,2,,0.0
10767,31AUG2021:00:00:00,51 a 60,M,AstraZeneca,Público,19,110,,0.0
10768,31AUG2021:00:00:00,51 a 60,M,Moderna,Público,0,1,,0.0
10769,31AUG2021:00:00:00,51 a 60,M,Sinopharm,Público,10,147,,0.0
10770,31AUG2021:00:00:00,51 a 60,M,Sputnik,Público,358,4,,0.0
10774,31AUG2021:00:00:00,61 a 70,M,AstraZeneca,Público,4,28,,0.0
10775,31AUG2021:00:00:00,61 a 70,M,Moderna,Público,0,1,,0.0
10776,31AUG2021:00:00:00,61 a 70,M,Sinopharm,Público,7,39,,0.0
10777,31AUG2021:00:00:00,61 a 70,M,Sputnik,Público,104,1,,0.0
10781,31AUG2021:00:00:00,71 a 80,M,AstraZeneca,Público,1,3,,0.0
10782,31AUG2021:00:00:00,71 a 80,M,Sinopharm,Público,2,19,,0.0
10783,31AUG2021:00:00:00,71 a 80,M,Sputnik,Público,40,0,,0.0
10787,31AUG2021:00:00:00,81 a 90,M,Sinopharm,Público,1,8,,0.0
10788,31AUG2021:00:00:00,81 a 90,M,Sputnik,Público,7,0,,0.0
10792,31AUG2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,2,,0.0
10793,31AUG2021:00:00:00,91 o mas,M,Sinopharm,Público,0,1,,0.0
10794,31AUG2021:00:00:00,91 o mas,M,Sputnik,Público,2,0,,0.0
10795,12DEC2021:00:00:00,30 o menos,M,AstraZeneca,Público,67,66,,12.0
10796,12DEC2021:00:00:00,30 o menos,M,Sinopharm,Público,463,753,,0.0
10797,12DEC2021:00:00:00,30 o menos,M,Sputnik,Público,5,62,,0.0
